PHA Code,PHA Name,Faircloth Limit
CA027, Housing Authority of the County of Riverside,22
CO017, Housing Authority of the Town of Haxtun,22
LA098, Housing Authority of Gibsland,22
ME026, Tremont Housing Authority,22
MO027, Housing Authority of the City of Cardwell,22
MO220, Housing Authority of the City of Hillsdale,22
OK068, Housing Authority of the City of Haileyville,22
OK097, Housing Authority of the Town of Cheyenne,22
TX108, Housing Authority of Howe,22
TX170, Housing Authority of Rising Star,22
TX258, Housing Authority of Loraine,22
TX310, Housing Authority of Avery,22
TX316, Housing Authority of Balmorhea,22
TX357, Housing Authority of the City of Buffalo,22
UT020, Tooele County Housing Authority,22
WI183, Housing Authority of Racine County,22
GA165, Housing Authority of the City of Pearson,21
TX367, Kyle Housing Authority,21
AR047, Housing Authority of the City of Hoxie,20
AR083, Housing Authority of the City of Gould,20
AR085, Housing Authority of the City of Dover,20
AR102, Housing Authority of the City of Coal Hill,20
CO018, Housing Authority of the Town of Kersey,20
CO020, Housing Authority of the Town of Keenesburg,20
GA106, Housing Authority of the County of Douglas,20
GA113, Housing Authority of the City of Nicholls,20
GA130, Housing Authority of the City of Cave Spring,20
GA138, Housing Authority of the City of Lakeland,20
GA171, Housing Authority of the City of Loganville,20
GA187, Housing Authority of the City of Palmetto,20
GA218, Housing Authority of the City of Grantville,20
GA229, Housing Authority of the City of Shellman,20
GA244, Housing Authority of the City of Menlo,20
IA005, Stanton Housing Commission,20
IA006, Lone Tree Housing Commission,20
IA008, Low Rent Housing Agency Of Sidney,20
IA009, Malvern Low Rent Housing Agency,20
IA010, Low Rent Housing Agency Of Farragut,20
IA012, Tabor Low Rent Housing Agency,20
KS003, Bird City Housing Authority,20
KS030, Blue Rapids Housing Authority,20
KS047, Jetmore Housing Authority,20
KS066, Sedgwick Housing Authority,20
KS070, Strong City Housing Authority,20
KS076, St. Francis Housing Authority,20
KS083, Greenleaf Housing Authority,20
KS121, Lincoln Housing Authority,20
KS143, Columbus Housing Authority,20
KS152, Solomon Housing Authority,20
LA100, Housing Authority of the Town of Youngsville,20
LA117, Housing Authority of the Town of Cotton Valley,20
MI021, South Lyon Housing Commission,20
MI116, Elk Rapids Housing Commission,20
MN055," HRA of CARLTON, MINNESOTA",20
MN061," HRA OF WARROAD, MINNESOTA",20
MN083," HRA OF HENNING, MINNESOTA",20
MN086," HRA Of VILLAGE OF GREENBUSH, MINNESOTA",20
MN113," HRA OF BAUDETTE, MINNESOTA",20
MT029, Dawson County Housing Authority,20
NC105, Mount Olive Housing Authority,20
NE020, Grant Housing Authority,20
NE021, Imperial Housing Authority,20
NE033, Edgar Housing Authority,20
NE038, Henderson Housing Authority,20
NE053, Sargent Housing Authority,20
NE069, Oxford Housing Authority,20
NE070, Cambridge Housing Authority,20
NE071, Bassett Housing Authority,20
NE073, Emerson Housing Authority,20
NE082, Nelson Housing Authority,20
NE086, Bayard Housing Authority,20
NE088, Lyons Housing Authority,20
NE091, Wood River Housing Authority,20
NE093, Genoa Housing Authority,20
NE096, Sutherland Housing Authority,20
NE106, Bridgeport Housing Authority,20
NE111, Ansley Housing Authority,20
NE131, North Loup Housing Authority,20
OH081, BROWN METROPOLITAN HOUSING AUTHORITY,20
OK036, Housing Authority of the Town of Cyril,20
OK076, Housing Authority of the City of Kingston,20
OK113, Housing Authority of the Town of Fort Cobb,20
OK119, Housing Authority of the City of Afton,20
SD008, Kennebec Housing & Redevelopment Commission,20
SD024, Lake Norden Housing and Redevelopment Commission,20
SD031, Volga Housing and Redevelopment Commission,20
SD039, Canton Housing & Redevopment Commission,20
TX067, Housing Authority of Bridgeport,20
TX092, Housing Authority of Ladonia,20
TX132, Housing Authority of Van Alstyne,20
TX144, Housing Authority of the City of Frisco,20
TX180, Housing Authority of Roby,20
TX227, Housing Authority of Hemphill,20
TX228, Housing Authority of Coolidge,20
TX290, Housing Authority of Strawn,20
TX297, Flatonia Housing Authority,20
TX307, Housing Authority of Caddo Mills,20
TX345, Housing Authority of Lometa,20
TX347, Housing Authority of Grandview,20
TX405, Housing Authority of Hubbard,20
TX525, Housing Authority of Fruitvale,20
TX539, Housing Authority of Blossom,20
TX549, Housing Authority of O'Donnell,20
TX550, Bowie County Housing Authority,20
TX552, Housing Authority of Lockney,20
WA018, HA Of Grays Harbor County,20
WI032, Greenwood Housing Authority,20
WI075, Pulaski Housing Authority,20
WI226, Lincoln County Housing Authority,20
WY008, Lusk Housing Authority,20
WY010, Hanna Housing Authority,20
NE032, Verdigre Housing Authority,19
NE046, Hay Springs Housing Authority,19
NE057, Shelton Housing Authority,19
NE085, Weeping Water Housing Authority,19
NE108, Ravenna Housing Authority,19
NM032, Housing Authority of the Village of Wagon Mound,19
TX089, Housing Authority of Bells,19
TX115, Housing Authority of Tom Bean,19
WI193, Eau Claire County Housing Authority,19
AL050, HA AUBURN,18
AL153, Housing Authority of the Town of Parrish,18
AR073, Housing Authority of the City of Sparkman,18
CO015, Housing Authority of the Town of Aguilar,18
KS013, Hanover Housing Authority,18
KS014, Linn Housing Authority,18
KS078, Burrton Housing Authority,18
MA098, Concord Housing Authority,18
ME024, Mount Desert Housing Authority,18
MN180, TODD COUNTY HRA,18
NE037, Newman Grove Housing Authority,18
NE064, Fairmont Housing Authority,18
NE067, Tilden Housing Authority,18
NE076, Oshkosh Housing Authority,18
NE077, Niobrara Housing Authority,18
NE099, Beemer Housing Authority,18
NE101, Cairo Housing Authority,18
NE102, Hemingford Housing Authority,18
NY077, Town of Islip Housing Authority,18
OK071, Housing Authority of the Town of Tuttle,18
OK101, Housing Authority of the City of Boswell,18
OK121, Housing Authority of the City of Keota,18
TX104, Housing Authority of Wolfe City,18
TX196, Housing Authority of Olton,18
TX231, Housing Authority of the City of Groveton,18
UT006, Beaver City Housing Authority,18
UT025, West Valley City Housing Authority,18
AL100, Housing Authority of the City of Columbia,17
CT056, Bloomfield Housing Authority,17
MI026, Ypsilanti Housing Commission,17
TX103, Smiley Housing Authority,17
TX127, Housing Authority of Trenton,17
TX356, Housing Authority of Big Sandy,17
AR093, Housing Authority of the City of Hickory Ridge,16
AR098, Housing Authority of the City of McRae,16
CO007, Housing Authority of the Town of Holly,16
GA136, Housing Authority of the City of Hahira,16
GA197, Housing Authority of the City of Union City,16
IA025, Essex Low Rent Housing Agency,16
KS060, Waterville Housing Authority,16
KS158, Victoria Housing Authority,16
LA084, Housing Authority of the Village of Parks,16
NE024, Alma Housing Authority,16
NE059, St. Edward Housing Authority,16
OK046, Housing Authority of the Town of Hydro,16
OK061, Housing Authority of the Town of Valliant,16
OK108, Housing Authority of the Town of Mountain Park,16
TX094, Housing Authority of Archer City,16
TX133, Housing Authority of Princeton,16
TX212, Housing Authority of Mabank,16
TX216, Housing Authority of Newcastle,16
TX232, Housing Authority of Beckville,16
TX238, Housing Authority of Blooming Grove,16
TX287, Housing Authority of Como,16
TX370, Housing Authority of Point,16
WI057, Luck Housing Authority,16
MA085, Amherst Housing Authority,15
ND054, Emmons County Housing Authority,15
AL141, Housing Authority of the Town of Kennedy,14
AL143, Housing Authority of the Town of Slocomb,14
AR078, Housing Authority of the City of Dell,14
AR081, Housing Authority of the City of Carthage,14
GA141, Housing Authority of the County of Screven,14
GA175, Housing Authority of the City of Rochelle,14
GA186, Housing Authority of the City of Abbeville,14
GA192, Housing Authority of the City of Crawfordville,14
KS050, Agra Housing Authority,14
MO132, Housing Authority of the City of Olivette,14
NC016, Housing Authority of the City of Salisbury,14
NE042, Greeley Housing Authority,14
OK064, Housing Authority of the Town of Seiling,14
TX099, Housing Authority of Bryson,14
TX241, Housing Authority of Alba,14
TX271, Housing Authority of City of Oglesby,14
MN177, OTTER TAIL COUNTY HRA,13
NE011, Gresham Housing Authority,13
SC018, HOUSING AUTHORITY OF LAKE CITY,13
AR197, White River Regional Housing Authority,12
CA120, Housing Authority of the City of Baldwin Park,12
KS026, Luray Housing Authority,12
KS051, Gaylord Housing Authority,12
MN188, CASS COUNTY HRA,12
NE043, Lynch Housing Authority,12
OK052, Housing Authority of the City of Boley,12
OK070, Housing Authority of the Town of Terral,12
RI026, Narragansett Housing Authority,12
TX139, Housing Authority of Gunter,12
TX157, Housing Authority of McLean,12
CT066, Housing Authority of the Town of Brooklyn,11
GA284, Northeast Georgia Housing Authority,11
TX091, Housing Authority of Pottsboro,11
AR031, Hot Springs Housing Authority,10
ID021, Ada County Housing Authority,10
KS081, Nicodemus Housing Authority,10
SD014, City of Mitchell Housing and Redevolpment Commission,10
TX088, Housing Authority of Ector,10
TX145, Housing Authority of Talco,10
TX156, Housing Authority of Spearman,10
TX289, Housing Authority of Cumby,10
TX293, Housing Authority of Rankin,10
AR015, Housing Authority of the City of Texarkana,9
MI089, Taylor Housing Commission,9
NC007, Housing Authority of the City of Asheville,9
MA169, Swansea Housing Authority,8
ND039, McIntosh County Housing Authority,8
OK042, Housing Authority of the Town of Roosevelt,8
OK053, Housing Authority of the Town of Indiahoma,8
TX323, Falls City Housing Authority,8
CO070, Longmont Housing Authority,6
GA083, Housing Authority of the City of Cairo,6
IA013, Low Rent Housing Agency Of Waverly,6
MA155, Hanson Housing Authority,6
TX199, Housing Authority of Tioga,6
TX220, Housing Authority of Windom,6
AL192, South Central Alabama Regional HA,4
ME015, The Housing Authority of the City of Westbroo,4
MI064, Ann Arbor Housing Commission,4
AL070, City of Union Springs Housing Authority,3
GA183, Housing Authority of the City of Winder,3
MS006, Tennessee Valley Regional Housing Authority,3
AR103, Housing Authority of the City of Melbourne,2
GA153, Housing Authority of the City of Summerville,2
OH070, Fairfield Metropolitan Housing Authority,2
AL136, Housing Authority of the Town of Ashland,1
CO038, Conejos County Housing Authority,1
FL012, HOUSING AUTHORITY OF AVON PARK,1
GA129, Housing Authority of the County of Lee,1
LA111, Housing Authority of the City of Leesville,1
MD022, Housing Authority of Calvert County,1
NJ067, Housing Authority of Bergen County,1
NJ077, Weehawken Housing Authority,1
NJ081, Housing Authority of the Township of Middleto,1
NJ218, Gloucester City Housing Authority,1
NY067, Hornell Housing Authority,1
NY086, North Hempstead Housing Authority,1
WA055, HA City of Spokane,1
AL054, FLORENCE H/A,0
AL061, HA OPELIKA,0
AL067," Housing Authority of the City of Athens, Al",0
AL069, HA LEEDS,0
AL072, HA COLUMBIANA,0
AL099, HA SCOTTSBORO,0
AL105," Housing Authority of the City of Talladega, AL",0
AL124, HA MIDLAND CITY,0
AL155, Housing Authority of the City of GREENVILLE,0
AL159, Housing Authority of the City of Lafayette,0
AL193, Housing Authority of the Town of Fort Deposit,0
AR057, Housing Authority of the City of Imboden,0
AR063, Housing Authority of the City of Pocahontas,0
AR121, Paragould Housing Authority,0
AZ035, Yuma City Housing Authority,0
CA009, Housing Authority of the City of Upland,0
CT054, Housing Authority of the Town of New Canaan,0
FL050, Suwannee County Housing Authority,0
FL051, Gilchrist County Housing Authority,0
FL081, HOUSING AUTHORITY OF THE CITY OF DEERFIELD BEACH,0
GA066, Housing Authority of the City of Jesup,0
GA072, Housing Authority of the City of Eatonton,0
GA074, Housing Authority of the City of Elberton,0
GA077, Housing Authority of the City of Cochran,0
GA079, Housing Authority of the City of Dalton,0
GA093, Housing Authority of the City of Lawrenceville,0
GA094, Housing Authority of the City of Lavonia,0
GA097, Housing Authority of the City of Tallapoosa,0
GA099, Housing Authority of the City of Roswell,0
GA103, Housing Authority of the City of Comer,0
GA201, Housing Authority of the City of Jasper,0
GA221, Housing Authority of the City of Hinesville,0
GA237," Housing Authority of the County of Dekalb, GA",0
GA245, Housing Authority of the City of Covington,0
IL092, Housing Authority of Elgin,0
KS100, Housing Authority of the City of Herington KS,0
KY053, Housing Authority of Greensburg,0
LA024, Bogalusa Housing Authority,0
LA058, Housing Authority of the Town of Basile,0
LA066, Housing Authority of the Town of Elton,0
LA068, Housing Authority of the Town of Oberlin,0
MD010, Housing Authority of Cambridge,0
MD023, Howard County Housing Commission,0
MD030, Housing Authority Of Allegany County,0
MI007, Ecorse Housing Commission,0
MI045, Plymouth Housing Commission,0
MI048, Melvindale Housing Commission,0
MI088, Paw Paw Housing Commission,0
MI100, Lapeer Housing Commission,0
MI178, Schoolcraft County Housing Commission,0
MN074," HRA OF THE CITY OF MOUND, MINNESOTA",0
MN105, HRA OF COLUMBIA HEIGHTS,0
MN172, STEARNS COUNTY HRA,0
MO005, Housing Authority of the City of Kinloch,0
MO138, Wellston Housing Authority,0
MS003, The Housing Authority of the City of McComb,0
MS058, Mississippi Regional Housing Authority No. VI,0
MS063, The Housing Authority of the City of Yazoo City,0
MS080, The Housing Authority of the City of Walnut,0
MS086, Housing Authority of the City of Vicksburg,0
NC018, Housing Authority of the Town of Laurinburg,0
NC031, Hertford Housing Authority,0
NC039, Lexington Housing Authority,0
NC048, Maxton Housing Authority,0
NC052, Southern Pines Housing Authority,0
NC056, City of Hickory Public Housing Authority,0
NC057, Gastonia Housing Authority,0
NJ017, Summit Housing Authority,0
NJ027, Princeton Housing Authority,0
NJ028, Hackensack Housing Authority,0
NJ030, West New York Housing Authority,0
NJ041, Highlands Housing Authority,0
NJ044, Highland Park Housing Authority,0
NJ054, Housing Authority of the Township of Lakewood,0
NJ055, Englewood Housing Authority,0
NJ056, Berkeley Housing Authority,0
NJ060, Keansburg Housing Authority,0
NJ065, Brick Housing Authority,0
NJ070, Cliffside Park Housing Authority,0
NJ071, Fort Lee Housing Authority,0
NJ075, Edgewater Housing Authority,0
NJ083, Secaucus Housing Authority,0
NJ105, Madison Housing Authority,0
NJ202, Buena Housing Authority,0
NM021, Housing Authority of the City of Artesia,0
NM026, Housing Authority of the Village of Maxwell,0
NM034, Housing Authority of the City of Lordsburg,0
NM057, Bernalillo County Housing Department,0
NY025, Watervliet Housing Authority,0
NY059, Ilion Housing Authority,0
NY084, Town of Ramapo Housing Authority,0
NY089, Newark Housing Authority,0
NY098, St. Johnsville Housing Authority,0
NY102, Oneida Housing Authority,0
NY158, Village of Kiryas Joel HA,0
OH027, MEDINA METROPOLITAN HOUSING AUTHORITY,0
OH060, Pike Metropolitan Housing Authority,0
PA066, HOUSING AUTHORITY OF THE CITY OF CORRY,0
PA074, Susquehanna Co Housing/Redevelopment Auth,0
PA088, Centre County Housing Authority,0
RI013, Portsmouth Housing Authority,0
SC036, HOUSING AUTHORITY OF FORT MILL,0
SC039, HOUSING AUTHORITY OF KINGSTREE,0
SC048, HOUSING AUTHORITY OF MCCOLL,0
TN015, Athens Housing Authority,0
TN046, Columbia Housing and Redevelopment Corporatio,0
TN084, Gallaway Housing Authority,0
TX219, Housing Authority of Groesbeck,0
TX302, Gregory Housing Authority,0
TX421, Uvalde Housing Authority,0
TX480, Housing Authority of Travis County,0
TX486, Housing Authority of the City of Nacogdoches,0
VA019, Fairfax County Redevelopment & Hsg Authority,0
VA023, Staunton Redevelopment & Housing Authority,0
VT001, Burlington Housing Authority,0
VT004, Springfield Housing Authority,0
VT006, Winooski Housing Authority,0
VT009, Bennington Housing Authority,0
WA009, Housing Authority of Kittitas County,0
WA042, HA City of Yakima,0
WA057, HA City of Walla Walla,0
WI017, Merrill Housing Authority,0
WI083, West Bend Housing Authority,0
WI085, Antigo Housing Authority,0
WI117, Westby Housing Authority,0
WI247, Slinger Housing Authority,0
GA107, Housing Authority of the City of Villa Rica,-1
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
